Tempo,Cotacao
14:05:13,168847.5112
14:05:19,168001.7513
14:05:24,168001.7513
14:05:30,168847.47819
14:05:36,168002.82138
14:05:42,168846.4694
14:05:47,168846.4694
14:05:53,168846.4694
14:05:59,168846.4694
14:06:04,168846.4694
